id,Listening_Time_minutes
750546,61.17741
750547,54.37098
750548,40.654495
750549,62.955685
750550,40.84457
750551,81.70553
750552,55.29588
750553,21.68999
750554,37.363735
750555,932.0091
750556,32.760433
750557,67.4713
750558,26.57774
750559,58.50498
750560,6.427711
750561,55.898632
750562,89.728935
750563,960.30255
750564,4.1434155
750565,50.42361
750566,26.728174
750567,86.81039
750568,51.943302
750569,84.92432
750570,20.100166
750571,947.53235
750572,9.698
750573,63.843166
750574,89.73492
750575,65.01247
750576,74.29026
750577,936.8167
750578,55.82054
750579,52.65769
750580,18.848644
750581,50.139893
750582,942.0513
750583,8.489385
750584,53.382458
750585,64.65391
750586,77.2244
750587,45.46415
750588,47.44687
750589,55.354176
750590,30.114767
750591,29.695322
750592,959.6119
750593,62.56497
750594,22.773258
750595,58.927578
750596,78.08026
750597,70.76415
750598,26.016863
750599,79.75605
750600,44.956745
750601,52.378696
750602,33.580357
750603,71.758446
750604,17.36505
750605,20.951303
750606,52.37833
750607,82.91114
750608,20.407478
750609,41.853046
750610,37.362118
750611,61.26733
750612,46.64743
750613,47.4185
750614,10.582225
750615,72.72643
750616,31.508524
750617,78.94748
750618,56.13377
750619,75.84261
750620,7.9510527
750621,60.858913
750622,19.276266
750623,57.267666
750624,55.442524
750625,82.84756
750626,10.6601095
750627,29.296057
750628,68.53068
750629,32.27225
750630,8.949402
750631,18.772085
750632,69.95778
750633,47.584743
750634,77.92611
750635,71.82301
750636,41.86074
750637,49.325916
750638,18.920425
750639,76.87076
750640,61.719936
750641,32.314526
750642,76.76855
750643,25.882607
750644,81.11713
750645,59.934536
750646,18.44075
750647,59.361217
750648,957.8962
750649,69.614716
750650,63.56617
750651,43.698982
750652,948.1364
750653,14.324665
750654,3.1647284
750655,54.569798
750656,19.359545
750657,15.758745
750658,58.30186
750659,42.8761
750660,949.9461
750661,18.028082
750662,78.18038
750663,31.697496
750664,58.811558
750665,40.70495
750666,33.670235
750667,67.50617
750668,16.112896
750669,20.846628
750670,938.1507
750671,65.04724
750672,21.952976
750673,32.484783
750674,58.908237
750675,19.838558
750676,88.225685
750677,90.03561
750678,82.07237
750679,13.655013
750680,29.160198
750681,5.9151297
750682,937.5833
750683,933.99963
750684,950.0737
750685,938.48846
750686,8.280705
750687,52.619045
750688,82.196594
750689,11.508226
750690,5.175268
750691,12.8343935
750692,50.556454
750693,63.560825
750694,11.889559
750695,22.043205
750696,66.90578
750697,84.592445
750698,24.005514
750699,44.76598
750700,56.682148
750701,59.772526
750702,49.63994
750703,40.89735
750704,67.57036
750705,58.58387
750706,48.249523
750707,35.582024
750708,935.75336
750709,34.225254
750710,73.31537
750711,25.978632
750712,23.23423
750713,11.111007
750714,70.33343
750715,954.79956
750716,946.0688
750717,81.13033
750718,80.490616
750719,15.601159
750720,78.11849
750721,945.47406
750722,34.789574
750723,18.54659
750724,12.94609
750725,3.1647284
750726,69.90316
750727,54.66264
750728,43.68265
750729,66.35583
750730,75.66468
750731,56.61562
750732,23.129396
750733,18.413258
750734,48.08494
750735,76.3122
750736,61.80663
750737,45.63679
750738,30.431927
750739,60.693577
750740,18.167467
750741,63.946453
750742,42.23453
750743,63.41167
750744,53.07242
750745,66.612816
750746,59.0051
750747,17.632942
750748,943.7022
750749,19.911076
750750,8.937401
750751,945.67755
750752,9.451267
750753,48.05347
750754,62.93471
750755,35.05866
750756,60.713543
750757,22.647236
750758,33.90053
750759,954.29254
750760,84.61701
750761,32.97119
750762,67.58279
750763,37.00009
750764,8.438987
750765,37.79874
750766,3.8887403
750767,948.1798
750768,32.032963
750769,14.506293
750770,80.83611
750771,47.171635
750772,948.63586
750773,63.116787
750774,6.714371
750775,70.06893
750776,27.488737
750777,65.45831
750778,73.617424
750779,6.937867
750780,953.4919
750781,43.613667
750782,32.764355
750783,14.112465
750784,42.17122
750785,9.644118
750786,46.08407
750787,30.4703
750788,936.867
750789,59.144543
750790,6.224709
750791,21.975605
750792,12.864991
750793,8.359144
750794,64.934685
750795,43.74262
750796,69.11434
750797,52.334373
750798,18.036358
750799,10.794194
750800,20.478424
750801,15.941736
750802,36.086124
750803,84.41408
750804,82.64788
750805,66.542145
750806,56.102543
750807,48.14228
750808,76.74388
750809,46.56447
750810,27.148401
750811,38.01267
750812,65.64142
750813,50.030067
750814,21.856108
750815,40.897625
750816,65.6466
750817,948.3175
750818,10.143017
750819,938.9636
750820,46.21066
750821,38.807373
750822,13.310586
750823,54.38636
750824,60.75899
750825,81.148094
750826,86.07627
750827,3.1647284
750828,72.38308
750829,960.7161
750830,58.55019
750831,49.237896
750832,943.22516
750833,28.435656
750834,91.99897
750835,16.642164
750836,74.579704
750837,39.331028
750838,75.92675
750839,66.952255
750840,88.12336
750841,79.18516
750842,72.21158
750843,11.090001
750844,36.120342
750845,32.745327
750846,86.18433
750847,76.40868
750848,5.395344
750849,17.81513
750850,82.02738
750851,45.36459
750852,4.478672
750853,84.75095
750854,58.80928
750855,55.31586
750856,47.422276
750857,39.013363
750858,83.774635
750859,26.574806
750860,34.018238
750861,29.62239
750862,47.92088
750863,940.85345
750864,31.227726
750865,61.9663
750866,946.5037
750867,5.8557715
750868,60.491943
750869,74.493324
750870,41.692352
750871,25.534578
750872,78.022484
750873,41.477943
750874,72.57258
750875,15.561127
750876,40.596275
750877,54.096996
750878,926.77057
750879,33.236866
750880,19.092525
750881,8.283778
750882,12.352956
750883,71.834305
750884,47.310947
750885,938.13434
750886,952.4971
750887,12.846109
750888,79.81054
750889,19.46237
750890,42.60812
750891,47.856136
750892,87.68842
750893,19.420683
750894,54.841442
750895,45.773003
750896,32.338383
750897,63.507984
750898,946.9731
750899,72.43824
750900,3.8416286
750901,3.4714274
750902,83.16684
750903,4.6356745
750904,16.273148
750905,51.00316
750906,42.71061
750907,47.24884
750908,70.830605
750909,55.072968
750910,57.95508
750911,933.4013
750912,16.803621
750913,941.80426
750914,39.79566
750915,20.160522
750916,25.98702
750917,50.94848
750918,35.53942
750919,26.53187
750920,65.66641
750921,18.936562
750922,48.772453
750923,18.557169
750924,86.21499
750925,56.18615
750926,69.2241
750927,49.174587
750928,48.01019
750929,75.00446
750930,35.3233
750931,944.482
750932,929.2733
750933,76.34863
750934,37.546772
750935,34.146793
750936,16.392313
750937,82.18943
750938,78.93402
750939,90.880745
750940,80.17939
750941,46.46168
750942,53.25656
750943,77.250984
750944,3.1647284
750945,29.824923
750946,944.0331
750947,54.16051
750948,69.578804
750949,24.38708
750950,4.4144387
750951,70.98078
750952,24.152319
750953,18.707195
750954,953.6403
750955,25.386148
750956,70.2783
750957,70.61701
750958,66.91725
750959,70.29572
750960,67.538994
750961,66.7823
750962,8.104607
750963,40.399246
750964,69.679924
750965,63.912743
750966,90.47236
750967,19.512154
750968,20.933947
750969,19.346178
750970,62.08121
750971,41.36711
750972,66.247284
750973,24.100233
750974,25.312693
750975,46.28333
750976,50.369473
750977,68.6815
750978,9.60546
750979,941.4876
750980,934.3371
750981,28.766726
750982,64.66068
750983,14.875445
750984,30.751453
750985,84.66359
750986,54.40923
750987,58.297558
750988,51.08602
750989,62.523666
750990,80.013374
750991,89.66208
750992,80.275696
750993,40.588146
750994,77.98062
750995,64.12688
750996,8.187684
750997,948.9446
750998,81.16575
750999,58.51725
751000,83.09814
751001,57.508118
751002,68.863365
751003,73.85203
751004,74.25393
751005,68.3933
751006,81.28387
751007,52.18749
751008,55.472645
751009,19.728035
751010,64.05842
751011,40.299747
751012,31.705711
751013,28.885576
751014,67.988815
751015,89.35395
751016,17.475967
751017,91.545616
751018,79.8003
751019,63.97052
751020,15.132872
751021,14.278363
751022,59.99116
751023,50.08368
751024,68.48559
751025,83.11354
751026,64.96978
751027,73.75469
751028,71.0216
751029,8.022845
751030,38.785942
751031,941.6859
751032,16.330229
751033,43.601715
751034,936.9003
751035,8.309908
751036,79.28619
751037,945.1314
751038,10.111137
751039,77.6739
751040,936.24945
751041,8.198885
751042,71.97047
751043,78.92731
751044,22.734716
751045,60.34521
751046,934.73785
751047,14.109384
751048,55.16647
751049,62.30582
751050,35.01803
751051,11.726662
751052,34.674377
751053,25.607334
751054,55.242542
751055,34.809227
751056,50.480682
751057,87.729256
751058,937.32715
751059,80.3749
751060,49.675793
751061,43.213577
751062,57.871548
751063,15.903396
751064,12.040596
751065,47.978466
751066,18.234627
751067,36.58538
751068,13.658632
751069,44.727757
751070,88.23414
751071,946.2726
751072,75.95544
751073,60.937447
751074,48.669315
751075,47.220043
751076,951.53125
751077,7.5407696
751078,38.36181
751079,8.862478
751080,4.570477
751081,68.1059
751082,944.9427
751083,948.9128
751084,44.2495
751085,3.1647284
751086,5.721273
751087,5.1271696
751088,70.42994
751089,27.667673
751090,64.35278
751091,19.399399
751092,47.459385
751093,60.484516
751094,68.84928
751095,79.34864
751096,75.91108
751097,67.549515
751098,39.835217
751099,20.068504
751100,24.765364
751101,41.0552
751102,20.762434
751103,66.33554
751104,14.620461
751105,30.976175
751106,3.1647284
751107,935.894
751108,55.411022
751109,19.316345
751110,949.6347
751111,73.779785
751112,19.959442
751113,58.49433
751114,15.886619
751115,6.968542
751116,83.98467
751117,78.38257
751118,77.62993
751119,79.820305
751120,77.40739
751121,23.970318
751122,41.639553
751123,16.75258
751124,50.062206
751125,15.713249
751126,953.4539
751127,60.355534
751128,72.295425
751129,5.5067406
751130,60.420788
751131,52.33453
751132,38.968567
751133,34.007816
751134,48.994137
751135,26.623468
751136,26.643326
751137,952.8992
751138,938.62555
751139,58.383472
751140,6.330965
751141,8.614203
751142,17.850082
751143,36.545345
751144,82.3561
751145,27.191256
751146,31.438591
751147,43.089394
751148,13.659302
751149,951.5746
751150,86.65107
751151,86.371414
751152,81.39758
751153,951.8774
751154,39.131985
751155,81.65231
751156,958.1858
751157,53.795322
751158,50.17592
751159,38.644527
751160,79.71022
751161,36.786964
751162,84.13523
751163,4.9529543
751164,954.4902
751165,941.2567
751166,66.63708
751167,13.504809
751168,6.9684925
751169,84.52827
751170,84.16154
751171,77.41751
751172,40.86454
751173,62.662792
751174,8.799503
751175,6.300386
751176,61.70399
751177,10.826469
751178,32.022655
751179,19.346958
751180,32.742313
751181,73.1865
751182,81.958374
751183,40.81721
751184,5.048094
751185,58.277927
751186,24.390406
751187,21.427237
751188,35.173283
751189,13.837783
751190,76.00809
751191,81.64591
751192,36.831814
751193,30.978846
751194,90.10567
751195,35.26757
751196,940.4848
751197,73.24047
751198,51.883778
751199,944.98663
751200,72.44833
751201,62.89057
751202,51.556
751203,12.777834
751204,67.919
751205,14.940186
751206,33.327206
751207,14.179258
751208,19.810537
751209,9.996864
751210,18.961416
751211,50.372665
751212,22.429762
751213,39.46297
751214,956.1643
751215,8.55269
751216,80.56076
751217,17.445354
751218,78.20772
751219,3.1647284
751220,62.09183
751221,58.402065
751222,78.79574
751223,29.868568
751224,21.394527
751225,948.12445
751226,43.621574
751227,18.655779
751228,46.981045
751229,52.8547
751230,947.63605
751231,37.82412
751232,22.376526
751233,45.242367
751234,77.57018
751235,19.418592
751236,81.49539
751237,30.690372
751238,54.57799
751239,47.20541
751240,932.1596
751241,74.029106
751242,58.580593
751243,8.928783
751244,52.80274
751245,27.362026
751246,18.376143
751247,13.984714
751248,68.18642
751249,52.25735
751250,9.454115
751251,89.158005
751252,949.40753
751253,960.7957
751254,952.93475
751255,954.45935
751256,22.854044
751257,32.35859
751258,25.73007
751259,79.11666
751260,38.947636
751261,66.996
751262,35.848095
751263,76.72036
751264,35.98717
751265,28.39934
751266,8.509849
751267,952.8418
751268,24.600481
751269,9.606371
751270,931.0444
751271,72.26556
751272,43.888332
751273,13.57172
751274,36.13899
751275,78.28076
751276,945.05695
751277,88.36068
751278,73.25765
751279,57.40987
751280,57.021152
751281,44.635944
751282,6.2340193
751283,68.746086
751284,14.076244
751285,18.203074
751286,58.93027
751287,36.83782
751288,45.685963
751289,78.77527
751290,24.04278
751291,73.78605
751292,939.3414
751293,23.240795
751294,40.96279
751295,30.379042
751296,3.1647284
751297,938.97003
751298,946.749
751299,935.5176
751300,938.7552
751301,23.849867
751302,15.788679
751303,9.529843
751304,53.90969
751305,50.85649
751306,16.282185
751307,34.656654
751308,5.73566
751309,70.8908
751310,54.384144
751311,39.9289
751312,46.327114
751313,11.852251
751314,64.04919
751315,70.157555
751316,34.045776
751317,8.241129
751318,73.53322
751319,18.51835
751320,69.30164
751321,49.80022
751322,77.21797
751323,21.05621
751324,74.49375
751325,88.39669
751326,34.688473
751327,56.29108
751328,64.51577
751329,41.616524
751330,41.497288
751331,77.404915
751332,54.27168
751333,14.647312
751334,48.490307
751335,21.544447
751336,21.598587
751337,33.626347
751338,79.36324
751339,39.743034
751340,90.46045
751341,939.8748
751342,939.62946
751343,23.250101
751344,65.40748
751345,950.70844
751346,16.095127
751347,32.408062
751348,58.474022
751349,15.093554
751350,29.160316
751351,34.162823
751352,950.3183
751353,77.45379
751354,951.5942
751355,24.292818
751356,938.7408
751357,34.28305
751358,14.428691
751359,85.287285
751360,29.980738
751361,68.50941
751362,21.445343
751363,13.101115
751364,74.09495
751365,37.173462
751366,65.851295
751367,9.903859
751368,74.0217
751369,67.55835
751370,20.433157
751371,3.3490615
751372,3.1647284
751373,19.913385
751374,8.677292
751375,20.253658
751376,24.552551
751377,75.62882
751378,78.818016
751379,14.976283
751380,76.661385
751381,19.572924
751382,70.622734
751383,73.02633
751384,18.485535
751385,61.96433
751386,36.72932
751387,11.730071
751388,935.5735
751389,69.04551
751390,24.630234
751391,933.1319
751392,73.1673
751393,943.6464
751394,46.11501
751395,49.989384
751396,28.202488
751397,34.67459
751398,32.728992
751399,86.1793
751400,38.144817
751401,75.92437
751402,48.69167
751403,81.04859
751404,82.49264
751405,54.61659
751406,75.51433
751407,936.4488
751408,45.5933
751409,16.96694
751410,20.896662
751411,15.495068
751412,17.262945
751413,32.852276
751414,28.601187
751415,22.499647
751416,32.443573
751417,85.17849
751418,950.5479
751419,21.627655
751420,21.638826
751421,41.05973
751422,6.639701
751423,35.069984
751424,60.99686
751425,29.644585
751426,18.164955
751427,10.429308
751428,52.60758
751429,939.05426
751430,10.861751
751431,69.37405
751432,57.580505
751433,11.482966
751434,38.226746
751435,53.39932
751436,32.400276
751437,54.110073
751438,933.7365
751439,73.611916
751440,51.44733
751441,54.22659
751442,53.037533
751443,70.04467
751444,5.298291
751445,50.405914
751446,15.713664
751447,59.43722
751448,61.696445
751449,73.58811
751450,37.179718
751451,46.24895
751452,89.69717
751453,21.367237
751454,16.0634
751455,84.112495
751456,941.7647
751457,935.7426
751458,45.27193
751459,46.11425
751460,79.38301
751461,22.748951
751462,26.063696
751463,19.86414
751464,73.73408
751465,66.67377
751466,936.54443
751467,937.4124
751468,54.542538
751469,76.17956
751470,25.001862
751471,943.2834
751472,78.328255
751473,19.688372
751474,17.824442
751475,16.5167
751476,68.84991
751477,43.681477
751478,39.921703
751479,46.9316
751480,33.04154
751481,12.343277
751482,78.179146
751483,58.99351
751484,53.375347
751485,28.964903
751486,950.1786
751487,82.22747
751488,12.593006
751489,938.4138
751490,8.574507
751491,6.914425
751492,20.842175
751493,7.5454683
751494,82.59539
751495,930.8755
751496,69.901596
751497,32.20738
751498,19.682108
751499,5.3079386
751500,28.718498
751501,55.45847
751502,53.35953
751503,59.329365
751504,77.21799
751505,54.480885
751506,65.22982
751507,51.31146
751508,70.451035
751509,14.544317
751510,77.43496
751511,940.08966
751512,16.824102
751513,941.0368
751514,18.51409
751515,59.768604
751516,20.472395
751517,74.42062
751518,86.75043
751519,20.099121
751520,69.07607
751521,68.68412
751522,31.117205
751523,67.517334
751524,46.3737
751525,80.40463
751526,32.502323
751527,55.55997
751528,70.703865
751529,43.019413
751530,17.596857
751531,58.809673
751532,42.231636
751533,11.456049
751534,31.889563
751535,79.57695
751536,8.275156
751537,66.64655
751538,44.378403
751539,54.57571
751540,9.49515
751541,3.1647284
751542,29.9288
751543,71.12028
751544,34.70845
751545,57.562733
751546,64.14752
751547,924.7542
751548,34.4051
751549,45.614075
751550,7.8071795
751551,80.980225
751552,68.69781
751553,16.782576
751554,77.203316
751555,8.0194025
751556,45.188137
751557,15.537523
751558,55.21474
751559,10.790373
751560,70.776726
751561,86.62614
751562,27.57978
751563,25.53005
751564,48.793575
751565,27.442636
751566,15.680817
751567,17.693981
751568,83.30685
751569,71.27659
751570,68.493965
751571,73.18014
751572,954.38837
751573,70.605446
751574,66.45441
751575,951.1529
751576,68.12261
751577,80.236855
751578,5.555832
751579,12.502826
751580,18.38502
751581,8.894555
751582,45.2105
751583,33.64887
751584,931.6331
751585,35.4551
751586,17.908937
751587,7.831957
751588,84.543724
751589,54.75438
751590,26.666773
751591,9.519756
751592,35.17055
751593,36.62297
751594,88.00068
751595,21.885015
751596,14.916541
751597,926.95905
751598,81.81663
751599,19.696444
751600,41.57378
751601,20.747316
751602,937.27716
751603,73.96422
751604,71.83988
751605,49.568707
751606,58.533398
751607,17.380436
751608,21.388063
751609,59.136467
751610,42.555447
751611,75.13678
751612,11.670113
751613,55.704082
751614,79.63067
751615,5.795584
751616,29.918818
751617,43.443398
751618,43.92488
751619,44.46005
751620,25.489025
751621,9.066565
751622,63.48401
751623,5.9581394
751624,89.41134
751625,17.112553
751626,8.182809
751627,79.020515
751628,48.438465
751629,28.65073
751630,46.813313
751631,48.197487
751632,954.32666
751633,45.910526
751634,56.68173
751635,935.4517
751636,83.20658
751637,66.3394
751638,15.984551
751639,80.04612
751640,10.820392
751641,8.940027
751642,34.166054
751643,73.605965
751644,51.011234
751645,62.206165
751646,6.0124607
751647,28.16592
751648,15.410358
751649,80.17008
751650,946.1595
751651,29.743156
751652,939.6932
751653,28.547846
751654,5.3595486
751655,16.373362
751656,47.731335
751657,926.37067
751658,934.07965
751659,36.063023
751660,938.52716
751661,35.96606
751662,18.252413
751663,936.6287
751664,87.76019
751665,933.3417
751666,35.544727
751667,85.491356
751668,16.604204
751669,15.579428
751670,50.304146
751671,53.73866
751672,59.53818
751673,42.281372
751674,10.336343
751675,939.38696
751676,932.33514
751677,33.093052
751678,8.987985
751679,73.03715
751680,54.356415
751681,40.195824
751682,64.36466
751683,33.123177
751684,40.24558
751685,934.356
751686,26.822313
751687,20.045393
751688,52.13801
751689,52.248577
751690,34.313087
751691,59.635715
751692,63.915585
751693,11.7350235
751694,931.6509
751695,939.50714
751696,21.683237
751697,50.736023
751698,930.0581
751699,19.985603
751700,15.284065
751701,80.0147
751702,74.21404
751703,22.675165
751704,91.11225
751705,63.55382
751706,66.22197
751707,81.1067
751708,73.45474
751709,52.45005
751710,60.754414
751711,933.08093
751712,30.614067
751713,71.05251
751714,85.65043
751715,47.517475
751716,74.28796
751717,28.63509
751718,53.265545
751719,53.111477
751720,73.5008
751721,12.807276
751722,53.792145
751723,11.599777
751724,30.112854
751725,6.3650455
751726,30.772942
751727,3.395082
751728,16.87906
751729,17.407448
751730,32.305332
751731,60.892223
751732,78.719025
751733,80.76568
751734,54.193153
751735,48.969532
751736,74.34334
751737,11.281347
751738,31.979143
751739,39.73606
